534,256
534,98
968,219
714,219
992,192
738,289
535,98
535,271
714,220
992,220
1016,55
762,152
536,271
536,113
992,221
738,221
1040,249
786,15
537,113
537,285
738,222
1016,222
1064,112
809,210
538,285
538,127
1016,223
762,223
555,307
833,73
539,127
539,300
762,224
1040,224
579,170
857,267
540,300
540,142
1040,225
786,225
603,33
881,130
541,142
541,315
786,226
1064,226
627,227
905,325
542,315
542,157
1064,227
809,227
651,91
929,188
543,157
543,330
809,228
555,228
674,285
953,51
544,330
544,172
555,229
833,229
698,148
977,245
545,172
545,14
833,230
579,230
722,11
1001,109
546,14
546,187
579,231
857,231
746,206
1025,303
547,187
547,29
857,232
603,232
770,69
1049,166
548,29
548,202
603,233
881,233
794,263
539,29
549,202
549,43
881,234
627,234
818,126
563,224
550,43
550,216
627,235
905,235
842,321
587,87
551,216
551,58
905,236
651,236
866,184
611,281
552,58
552,231
651,237
929,237
890,47
635,144
553,231
553,73
929,238
674,238
914,241
659,8
554,73
554,246
674,239
953,239
937,105
683,202
555,246
555,88
953,240
698,240
961,299
707,65
556,88
556,261
698,241
977,241
985,162
731,259
557,261
557,103
977,242
722,242
1009,25
755,122
558,103
558,276
722,243
1001,243
1033,220
778,317
559,276
559,118
1001,244
746,244
1057,83
802,180
560,118
560,291
746,245
1025,245
548,277
826,43
561,291
561,133
1025,246
770,246
572,140
850,237
562,133
562,305
770,247
1049,247
596,4
874,101
563,305
563,147
1049,248
794,248
620,198
898,295
564,147
564,320
794,249
539,249
643,61
922,158
565,320
565,162
539,250
818,250
667,255
946,21
566,162
566,4
818,251
563,251
691,119
970,216
567,4
567,177
563,252
842,252
715,313
994,79
568,177
568,19
842,253
587,253
739,176
1018,273
569,19
569,192
587,254
866,254
763,39
1041,136
570,192
570,34
866,255
611,255
787,234
1065,331
571,34
571,207
611,256
890,256
811,97
556,194
572,207
572,49
890,257
635,257
835,291
580,57
573,49
573,222
635,258
914,258
859,154
604,251
574,222
574,64
914,259
659,259
883,17
628,115
575,64
575,236
659,260
937,260
906,212
652,309
576,236
576,78
937,261
683,261
930,75
676,172
577,78
577,251
683,262
961,262
954,269
700,35
578,251
578,93
961,263
707,263
978,132
724,230
579,93
579,266
707,264
985,264
1002,327
747,93
580,266
580,108
985,265
731,265
1026,190
771,287
581,108
581,281
731,266
1009,266
1050,53
795,150
582,281
582,123
1009,267
755,267
541,247
819,14
583,123
583,296
755,268
1033,268
565,111
843,208
584,296
584,138
1033,269
778,269
589,305
867,71
585,138
585,311
778,270
1057,270
612,168
891,265
586,311
586,153
1057,271
802,271
636,31
915,129
587,153
587,326
802,272
548,272
660,226
939,323
588,326
588,167
548,273
826,273
684,89
963,186
589,167
589,9
826,274
572,274
708,283
987,49
590,9
590,182
572,275
850,275
732,146
1010,244
591,182
591,24
850,276
596,276
756,10
1034,107
592,24
592,197
596,277
874,277
780,204
1058,301
593,197
593,39
874,278
620,278
804,67
549,164
594,39
594,212
620,279
898,279
828,261
573,27
595,212
595,54
898,280
643,280
852,125
597,222
596,54
596,227
643,281
922,281
875,319
621,85
597,227
597,69
922,282
667,282
899,182
645,279
598,69
598,242
667,283
946,283
923,45
669,142
599,242
599,84
946,284
691,284
947,240
693,6
600,84
600,257
691,285
970,285
971,103
717,200
601,257
601,98
970,286
715,286
995,297
740,63
602,98
602,271
715,287
994,287
1019,160
764,257
603,271
603,113
994,288
739,288
1043,24
788,121
604,113
604,286
739,289
1018,289
534,218
812,315
605,286
605,128
1018,290
763,290
558,81
836,178
606,128
606,301
763,291
1041,291
581,275
860,41
607,301
607,143
1041,292
787,292
605,139
884,236
608,143
608,316
787,293
1065,293
629,2
908,99
609,316
609,158
1065,294
811,294
653,196
932,293
610,158
610,331
811,295
556,295
677,59
956,156
611,331
611,173
556,296
835,296
701,253
979,20
612,173
612,15
835,297
580,297
725,117
1003,214
613,15
613,188
580,298
859,298
749,311
1027,77
614,188
614,29
859,299
604,299
773,174
1051,271
615,29
615,202
604,300
883,300
797,37
542,135
616,202
616,44
883,301
628,301
821,232
566,329
617,44
617,217
628,302
906,302
844,95
590,192
618,217
618,59
906,303
652,303
868,289
614,55
619,59
619,232
652,304
930,304
892,152
638,250
620,232
620,74
930,305
676,305
916,16
662,113
621,74
621,247
676,306
954,306
940,210
686,307
622,247
622,89
954,307
700,307
964,73
709,170
623,89
623,262
700,308
978,308
988,267
733,34
624,262
624,104
978,309
724,309
1012,131
757,228
625,104
625,277
724,310
1002,310
1036,325
781,91
626,277
626,119
1002,311
747,311
1060,188
805,285
627,119
627,291
747,312
1026,312
551,51
829,148
628,291
628,133
1026,313
771,313
574,246
853,12
629,133
629,306
771,314
1050,314
598,109
877,206
630,306
630,148
1050,315
795,315
622,303
901,69
631,148
631,321
795,316
541,316
646,166
925,263
632,321
632,163
541,317
819,317
670,30
948,127
633,163
633,5
819,318
565,318
694,224
972,321
634,5
634,178
565,319
843,319
718,87
996,184
635,178
635,20
843,320
589,320
742,281
1020,47
636,20
636,193
589,321
867,321
766,145
1044,242
637,193
637,35
867,322
612,322
790,8
535,105
638,35
638,208
612,323
891,323
813,202
559,299
639,208
639,50
891,324
636,324
837,65
583,162
640,50
640,222
636,325
915,325
861,260
607,26
641,222
641,64
915,326
660,326
885,123
631,220
642,64
642,237
660,327
939,327
909,317
655,83
643,237
643,79
939,328
684,328
933,180
678,277
644,79
644,252
684,329
963,329
957,44
702,141
645,252
645,94
963,330
708,330
981,238
726,4
