881,234
587,87
543,157
724,309
1036,325
609,158
932,293
972,321
565,318
589,9
925,263
740,63
625,277
726,4
537,285
630,306
628,133
585,138
612,323
622,89
597,69
964,73
906,212
619,59
565,320
877,206
790,8
593,39
778,317
578,93
770,247
885,123
570,34
883,300
821,232
645,252
812,315
548,29
536,113
804,67
608,316
939,328
625,104
1009,25
860,41
541,316
739,288
614,188
994,79
909,317
826,43
539,300
566,4
881,130
601,98
563,305
541,317
674,285
905,236
835,296
574,222
970,285
605,128
643,281
541,247
631,321
596,227
628,115
618,59
883,301
890,256
684,328
1050,53
610,331
636,325
786,15
1041,136
757,228
620,74
548,273
1044,242
755,267
623,262
628,302
576,236
659,260
651,91
922,158
707,263
586,153
843,319
563,251
677,59
655,83
575,64
596,276
574,246
1003,214
905,235
1020,47
580,297
738,221
637,35
708,330
566,162
580,57
747,311
612,15
548,272
978,308
667,282
707,264
715,287
676,306
731,265
556,194
585,311
857,232
1027,77
614,55
770,246
819,318
594,39
746,244
842,321
578,251
1049,248
1064,226
985,265
930,304
683,262
653,196
717,200
652,304
587,253
629,306
617,217
541,142
794,263
874,278
582,123
638,35
778,269
994,287
802,271
691,119
700,308
1033,269
1001,244
551,216
587,153
813,202
843,208
535,98
604,299
1064,227
811,97
738,222
589,320
818,251
843,320
557,261
598,242
995,297
556,88
631,220
634,5
1065,293
540,300
641,222
635,258
795,150
575,236
844,95
833,229
569,19
1009,267
881,233
1033,220
635,178
644,252
698,148
1058,301
861,260
946,284
659,8
732,146
611,255
684,89
606,128
591,182
866,184
534,98
600,257
629,2
996,184
859,299
593,197
691,284
612,168
601,257
626,277
963,329
555,307
1016,55
602,271
546,187
558,276
611,281
866,255
559,276
1033,268
731,259
538,285
574,64
616,44
573,49
659,259
811,294
564,320
1026,312
628,301
639,208
581,275
579,93
640,222
606,301
1026,313
604,251
1050,314
565,319
715,286
572,275
875,319
636,20
1016,222
596,277
539,249
859,154
809,210
553,73
556,296
620,279
794,248
1043,24
621,74
722,11
773,174
866,254
786,226
787,292
914,258
555,246
957,44
850,276
589,167
624,104
599,84
604,113
961,299
1065,294
1019,160
749,311
892,152
781,91
651,237
701,253
724,310
724,230
802,272
946,21
954,306
835,291
906,302
933,180
645,94
558,81
559,299
550,216
642,237
1010,244
660,326
603,233
636,324
637,193
549,202
544,330
678,277
763,39
615,202
571,207
901,69
992,220
632,321
667,255
572,49
669,142
589,321
635,20
567,4
987,49
985,264
545,14
572,274
566,329
850,237
829,148
534,256
826,274
1034,107
1026,190
571,34
562,133
778,270
914,259
662,113
580,298
660,327
771,287
604,286
963,186
674,238
547,187
859,298
787,293
922,281
718,87
612,173
548,202
797,37
898,279
621,85
891,323
539,250
1041,292
568,177
