607,143
542,135
915,326
977,245
725,117
607,26
930,75
609,316
906,303
618,217
599,242
535,105
550,43
883,17
674,239
652,303
611,256
590,9
915,129
598,109
1002,311
551,58
559,118
833,73
857,267
572,207
555,228
589,305
898,295
587,254
644,79
643,61
733,34
853,12
608,143
694,224
953,239
577,78
837,65
890,47
583,162
1009,266
867,71
573,27
1065,331
554,73
660,226
805,285
607,301
867,322
542,315
591,24
992,221
555,229
747,93
544,172
582,281
645,279
552,231
627,291
739,289
937,261
580,266
590,182
594,212
633,5
1049,166
556,261
809,228
1057,83
636,31
884,236
569,192
985,162
939,323
651,236
786,225
611,331
620,232
612,322
1041,291
811,295
766,145
603,33
929,188
788,121
613,15
610,158
620,278
755,122
572,140
833,230
622,303
961,262
619,232
587,326
1001,109
546,14
632,163
553,231
1049,247
577,251
630,148
667,283
643,79
819,317
596,54
953,240
686,307
818,126
762,223
561,291
683,202
954,269
961,263
1025,246
714,219
755,268
560,291
908,99
731,266
568,19
916,16
636,193
1057,271
1051,271
635,144
1050,315
563,252
1002,310
947,240
852,125
802,180
970,216
586,311
676,305
627,227
597,227
629,133
794,249
621,247
940,210
693,6
548,277
1064,112
1040,249
592,197
617,44
627,235
978,309
698,241
556,295
954,307
643,280
614,29
890,257
771,313
988,267
549,43
971,103
542,157
627,119
708,283
868,289
819,14
567,177
631,148
595,54
