545,172
605,139
639,50
584,138
1057,270
597,222
603,271
613,188
1012,131
700,307
626,119
970,286
573,222
603,113
874,101
818,250
795,316
764,257
581,108
579,230
763,291
611,173
842,253
563,224
622,247
714,220
1060,188
623,89
922,282
795,315
638,208
978,132
592,24
1001,243
600,84
939,327
979,20
549,164
953,51
603,232
565,162
836,178
634,178
540,142
539,29
715,313
640,50
905,325
543,330
738,289
739,176
937,105
770,69
780,204
598,69
891,324
561,133
698,240
828,261
570,192
981,238
538,127
722,242
850,275
929,237
580,108
891,265
762,224
899,182
762,152
937,260
535,271
963,330
620,198
676,172
683,261
633,163
702,141
590,192
763,290
742,281
771,314
581,281
700,35
579,231
930,305
547,29
948,127
747,312
536,271
874,277
787,234
956,156
1016,223
898,280
1018,290
1018,273
968,219
588,326
923,45
558,103
565,111
595,212
627,234
638,250
615,29
537,113
857,231
576,78
604,300
835,297
539,127
579,170
583,123
746,206
746,245
652,309
1025,245
756,10
809,227
722,243
977,241
624,262
992,192
670,30
826,273
602,98
584,296
946,283
563,147
1040,224
643,237
616,202
1002,327
557,103
642,64
646,166
977,242
994,288
1018,289
867,321
628,291
641,64
691,285
562,305
552,58
1025,303
583,296
842,252
709,170
534,218
914,241
579,266
929,238
551,51
1040,225
588,167
915,325
555,88
605,286
684,329
560,118
564,147
635,257
554,246
596,4
707,65
541,315
