"b000gcgqvy","http://www.google.com/base/feeds/snippets/4886380100862625819"
"b000eg6d5q","http://www.google.com/base/feeds/snippets/9426718267663314434"
"b000ndid44","http://www.google.com/base/feeds/snippets/17133221075889749370"
"b000lu89yi","http://www.google.com/base/feeds/snippets/18436637620422411542"
"b000o27ti0","http://www.google.com/base/feeds/snippets/16970807015700719128"
"b000bb7fjw","http://www.google.com/base/feeds/snippets/15911936238938935149"
"b000ofnri8","http://www.google.com/base/feeds/snippets/18398718226932431716"
"b0002ibev4","http://www.google.com/base/feeds/snippets/18361726981244788349"
"b00005v55b","http://www.google.com/base/feeds/snippets/7653075580455328736"
"b0009i5sgy","http://www.google.com/base/feeds/snippets/11972925909028080525"
"b000099swz","http://www.google.com/base/feeds/snippets/18385266399097496621"
"b0000cc75j","http://www.google.com/base/feeds/snippets/8506958797516287357"
"b0002w37x8","http://www.google.com/base/feeds/snippets/18106742966338682113"
"b000exs456","http://www.google.com/base/feeds/snippets/4522979894661726264"
"b000nwsclo","http://www.google.com/base/feeds/snippets/18374143831267894200"
"b000ffsgga","http://www.google.com/base/feeds/snippets/10321868824718713053"
"b000fzvv3u","http://www.google.com/base/feeds/snippets/14188088676549374410"
"b000e0v924","http://www.google.com/base/feeds/snippets/13834985344480832776"
"b000e13es0","http://www.google.com/base/feeds/snippets/7928295573107692065"
"b000hlp5yi","http://www.google.com/base/feeds/snippets/18429560021380182403"
"b000j1cit6","http://www.google.com/base/feeds/snippets/11734692733566603657"
"b000e8jlas","http://www.google.com/base/feeds/snippets/5976779863499710865"
"b0009rkkmc","http://www.google.com/base/feeds/snippets/17834804262117799503"
"b0009hl34q","http://www.google.com/base/feeds/snippets/2462325488620129357"
"b00099xdpq","http://www.google.com/base/feeds/snippets/15476261948553746110"
"b000lu89xy","http://www.google.com/base/feeds/snippets/18354270349835110075"
"b000fjsa2g","http://www.google.com/base/feeds/snippets/14781240300636398663"
"b000qxd2tm","http://www.google.com/base/feeds/snippets/16433681558697255842"
"b000040p1z","http://www.google.com/base/feeds/snippets/17027581976190427805"
"b000aa8796","http://www.google.com/base/feeds/snippets/16899532838792786499"
"b000ndibws","http://www.google.com/base/feeds/snippets/15832790434131694955"
"b000gr1ceu","http://www.google.com/base/feeds/snippets/11972925909028080525"
